"name","long_tender_text"
K135-STPIGKF-PIGKF-0010.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 102 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 0,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0020.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 104 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 1 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0030.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 107 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 1,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0040.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 108 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 2 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0050.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 111 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 2,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0060.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,00 m)</br>Wanddicke: 112 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 625 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln..</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 3 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0070.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,35 m)</br>Wanddicke: 102 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 0,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0080.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,35 m)</br>Wanddicke: 104 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 1 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0090.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,35 m)</br>Wanddicke: 107 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 1,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0100.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,35 m)</br>Wanddicke: 108 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 2 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
K135-STPIGKF-PIGKF-0110.de,"Nichttragende innere Trennwand DIN 4103-1 als Montagewand,
Einbaubereich 2.</br>Brandschutztechnische Anforderungen an die Bekleidung, 
Feuerwiderstandsklasse 90 Minuten nach DIN 4102-2.</br>Wandhöhe: … m
(max. zul. Wandhöhe: 4,35 m)</br>Wanddicke: 111 mm</br>Rechenwert des bewerteten Schalldämm-Maßes Rw,R ≥ 56 dB.</br>Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund Stahlbeton/ Mauerwerk ... / Leichtbeton *,
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-1,
Metallständer CW 50, Achsabstand 312,5 mm, Boden und Deckenanschlüsse mit Randprofilen UW 50/40.</br>Dämmschicht aus Mineralwolle nach DIN EN 13162, Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1: A1,
Wärmeleitfähigkeit λ ≤ 0,040 W/(mK),*
längenbezogener Strömungswiderstand nach DIN EN 29053: r ≥ 5 kPa·s/m²,
einlagig, dicht stoßen, abrutschsicher verlegen,
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
(Hergestellt mit Ecose® Technology, einem formaldehydfreien Bindemittel auf Basis vorwiegend natürlich-organischer Grundstoffe ohne Zusatz von künstlichen Farben oder Färbemitteln)
oder gleichwertig. *</br>Beplankung beidseitig aus Gipsplatten DIN 18180:
Beplankung innen:
Obere Lage Feuerschutzplatte Knauf Piano,  Typ DF EN 520, Plattendicke 12,5 mm,
untere Lage Knauf Strahlenschutzplatte mit Blei, Plattendicke 12,5 mm,
Beplankung außen:
Feuerschutzplatte Knauf Piano, zweilagig, Plattendicke 2x 12,5 mm,
Verschraubung mit Schnellbauschraube TN,
Verarbeitung gemäß DIN 18181.</br>Dicke der Bleiblechkaschierung: 2,5 mm.</br>Verspachtelung der Gipsplatten in Anlehnung an Merkblatt Nr. 2 des Bundesverbandes der Gipsindustrie e.V. Qualitätsstufe Q2 Standardverspachtelung,
Verarbeitung gemäß DIN 18181.</br>Ausführung gemäß Technische Broschüre Knauf Sicherheitstechnik.
System: Knauf Strahlenschutzwand K136.de</br>Diese Ausführung ist eine Erweiterung zum Verwendbarkeitsnachweis Brandschutz. 
Vorherige Abstimmung gem. Knauf Brandschutzordner, Abschnitt Nutzungshinweise empfohlen."
